call_id,role,f0_mean,f0_median,f0_variance,f0_std,f0_min,f0_max,f0_range,f0_skew,f0_kurtosis,f0_cv,f1_mean,f1_median,f1_variance,f1_std,f1_min,f1_max,f1_range,f1_skew,f1_kurtosis,f1_cv,f2_mean,f2_median,f2_variance,f2_std,f2_min,f2_max,f2_range,f2_skew,f2_kurtosis,f2_cv,f3_mean,f3_median,f3_variance,f3_std,f3_min,f3_max,f3_range,f3_skew,f3_kurtosis,f3_cv,f4_mean,f4_median,f4_variance,f4_std,f4_min,f4_max,f4_range,f4_skew,f4_kurtosis,f4_cv,jitter,shimmer,intensity_mean,intensity_std,speech_rate,mfcc1_mean,mfcc1_median,mfcc1_variance,mfcc1_std,mfcc1_min,mfcc1_max,mfcc1_range,mfcc1_skew,mfcc1_kurtosis,mfcc1_cv,mfcc2_mean,mfcc2_median,mfcc2_variance,mfcc2_std,mfcc2_min,mfcc2_max,mfcc2_range,mfcc2_skew,mfcc2_kurtosis,mfcc2_cv,mfcc3_mean,mfcc3_median,mfcc3_variance,mfcc3_std,mfcc3_min,mfcc3_max,mfcc3_range,mfcc3_skew,mfcc3_kurtosis,mfcc3_cv,mfcc4_mean,mfcc4_median,mfcc4_variance,mfcc4_std,mfcc4_min,mfcc4_max,mfcc4_range,mfcc4_skew,mfcc4_kurtosis,mfcc4_cv,mfcc5_mean,mfcc5_median,mfcc5_variance,mfcc5_std,mfcc5_min,mfcc5_max,mfcc5_range,mfcc5_skew,mfcc5_kurtosis,mfcc5_cv,mfcc6_mean,mfcc6_median,mfcc6_variance,mfcc6_std,mfcc6_min,mfcc6_max,mfcc6_range,mfcc6_skew,mfcc6_kurtosis,mfcc6_cv,mfcc7_mean,mfcc7_median,mfcc7_variance,mfcc7_std,mfcc7_min,mfcc7_max,mfcc7_range,mfcc7_skew,mfcc7_kurtosis,mfcc7_cv,mfcc8_mean,mfcc8_median,mfcc8_variance,mfcc8_std,mfcc8_min,mfcc8_max,mfcc8_range,mfcc8_skew,mfcc8_kurtosis,mfcc8_cv,mfcc9_mean,mfcc9_median,mfcc9_variance,mfcc9_std,mfcc9_min,mfcc9_max,mfcc9_range,mfcc9_skew,mfcc9_kurtosis,mfcc9_cv,mfcc10_mean,mfcc10_median,mfcc10_variance,mfcc10_std,mfcc10_min,mfcc10_max,mfcc10_range,mfcc10_skew,mfcc10_kurtosis,mfcc10_cv,mfcc11_mean,mfcc11_median,mfcc11_variance,mfcc11_std,mfcc11_min,mfcc11_max,mfcc11_range,mfcc11_skew,mfcc11_kurtosis,mfcc11_cv,mfcc12_mean,mfcc12_median,mfcc12_variance,mfcc12_std,mfcc12_min,mfcc12_max,mfcc12_range,mfcc12_skew,mfcc12_kurtosis,mfcc12_cv,mfcc13_mean,mfcc13_median,mfcc13_variance,mfcc13_std,mfcc13_min,mfcc13_max,mfcc13_range,mfcc13_skew,mfcc13_kurtosis,mfcc13_cv,energy_mean,energy_median,energy_variance,energy_std,energy_min,energy_max,energy_range,energy_skew,energy_kurtosis,energy_cv,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_variance,spectral_centroid_std,spectral_centroid_min,spectral_centroid_max,spectral_centroid_range,spectral_centroid_skew,spectral_centroid_kurtosis,spectral_centroid_cv,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_variance,spectral_bandwidth_std,spectral_bandwidth_min,spectral_bandwidth_max,spectral_bandwidth_range,spectral_bandwidth_skew,spectral_bandwidth_kurtosis,spectral_bandwidth_cv,spectral_rolloff_mean,spectral_rolloff_median,spectral_rolloff_variance,spectral_rolloff_std,spectral_rolloff_min,spectral_rolloff_max,spectral_rolloff_range,spectral_rolloff_skew,spectral_rolloff_kurtosis,spectral_rolloff_cv,spectral_flatness_mean,spectral_flatness_median,spectral_flatness_variance,spectral_flatness_std,spectral_flatness_min,spectral_flatness_max,spectral_flatness_range,spectral_flatness_skew,spectral_flatness_kurtosis,spectral_flatness_cv
1,user,88.15209019048517,86.33032891949108,34.82924702199325,5.901630878155059,81.24241775017273,97.95390626326035,16.711488513087616,0.5305116400003899,-1.1936275725350163,0.06694828069762616,553.9021880538811,538.773718533618,5603.678780944655,74.85772358911707,458.0310189174039,685.7028105949105,227.67179167750658,0.49960420254608157,-1.0701524528912918,0.13514610558251713,1508.0791795078228,1338.190430235477,274325.37187835725,523.7607964313072,762.8481171383875,2319.1873458349996,1556.3392286966123,0.602789385192886,-1.055076371314592,0.34730324743442315,2585.5745878304806,2574.4725164056695,73650.55103681143,271.3863501298682,2300.50669471288,3180.445861564032,879.9391668511521,0.7966054650723172,-0.2739433185459337,0.10496171775790258,3229.101658935609,3230.838176518366,336.7929298961409,18.35191897040037,3194.899370388229,3255.661462650354,60.76209226212541,-0.6110935709137041,-0.5843394157173893,0.005683289319683299,0.04216335601871846,0.1900391450673448,-143.53975682190614,178.02332424974853,0.5,-463.10679385424834,-634.0839857689332,38558.94360250226,196.36431346480006,-634.0839857689332,-58.07180765581957,576.0121781131136,0.47363794352103,-1.393138631903708,-0.4240151862824992,64.26055735510057,0.0,5269.61648369912,72.59212411618164,0.0,208.7880339716,208.7880339716,0.4208851136192783,-1.4553627433164684,1.129652886685082,-30.96608257438954,0.0,1789.5395824278646,42.302950044031974,-110.50178008289714,19.556628554579742,130.05840863747687,-0.8164927557636467,-1.0847793747551135,-1.366105962625656,19.614210413823212,0.0,567.234904544156,23.816693820598946,-3.264920597333135,70.40619117804664,73.67111177537977,0.6035473955322924,-1.2668303642197887,1.2142570778079353,-11.627056019239584,0.0,218.47776470156862,14.780993359770129,-54.73109387678389,0.0,54.73109387678389,-1.0188887207678121,0.0010258240010712072,-1.2712584626161296,-12.726489954812118,0.0,237.81085196312128,15.421117078964198,-44.00008667633266,0.0,44.00008667633266,-0.5683227787675256,-1.4073611417292684,-1.2117337249877915,9.017512488797,0.0,111.86814689599433,10.576773936129785,0.0,34.97190358206291,34.97190358206291,0.601883080943761,-1.0699420552638974,1.1729148087424275,-13.0948260960821,0.0,219.40542421225453,14.812340267906842,-40.628249396846826,0.0,40.628249396846826,-0.37204065138347664,-1.6479294006652607,-1.1311597541825023,-2.8257390091414463,0.0,50.43054988259807,7.101447027373933,-25.003641111294332,5.847638660100289,30.851279771394623,-1.950272054343236,3.217023488844764,-2.5131291334409505,-1.1002283780391988,0.0,59.55452314287489,7.717157711416483,-16.683773239562843,23.092562926925012,39.77633616648785,0.772187946323927,1.9044648296231115,-7.014141668632307,-6.801135049293258,0.0,85.64884705682942,9.254666231519613,-26.57860260410785,19.15195119528987,45.73055379939772,-0.256486414015798,-0.5756185716871376,-1.360753192583834,3.726949946323895,0.0,27.63734844243626,5.257123590180876,-4.882466043150438,20.93985132348069,25.822317366631125,1.1026561478461667,0.5135617570025288,1.4105699475160054,-7.08343561504753,0.0,133.81010800630534,11.567631910045606,-34.14153527210527,7.081368764578167,41.22290403668344,-0.9328622770876189,-0.7437189730175615,-1.633053865199562,0.021170971915125847,0.0,0.001454407931305468,0.03813670203089714,0.0,0.13115045428276062,0.13115045428276062,1.8333452615634902,1.851542200369951,1.8013675212860107,713.3644651177254,0.0,645346.2779827,803.3344745389059,0.0,1971.3909864488357,1971.3909864488357,0.3688273686581257,-1.648006536174011,1.126120677186146,531.8667783622858,0.0,340952.6466694119,583.9115058546217,0.0,1530.469892835285,1530.469892835285,0.24743697747199916,-1.806474424412156,1.0978529391374867,1370.0396825396826,0.0,2230356.952170336,1493.4379639510762,0.0,3210.9375,3210.9375,0.19589455403385034,-1.9214836178355452,1.0900691293719658,0.5416979244104716,0.9999999999999994,0.24627410588603588,0.49626011917746915,0.00015384871083610408,0.9999999999999994,0.9998461512891633,-0.15946635742473486,-1.9742653866504163,0.9161196615577727
